iteration,Train/mean_reward,Train/mean_episode_length,Episode_Reward/action_rate,Episode_Reward/joint_vel,Episode_Reward/peg_hole_xy_alignment,Episode_Reward/peg_insertion_progress,Metrics/object_pose/position_error,Metrics/object_pose/orientation_error,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time
16,2.5853564739227295,185.32000732421875,-0.001761243212968111,-0.002661732956767082,0.4724477231502533,0.22823446989059448,0.6654586791992188,2.7028536796569824,0.0008287141099572182,-0.016604438424110413,11.405137062072754,1.4999999621068127e-05,1.0072848796844482,1317.0,0.8950047492980957,0.27114081382751465
17,2.7029356956481934,193.75999450683594,-0.0017202633898705244,-0.0026827873662114143,0.4738304316997528,0.22854936122894287,0.779132068157196,2.58221697807312,0.0008361783693544567,-0.014243580400943756,11.408821105957031,3.3749998692655936e-05,1.0071361064910889,1307.0,0.9122664928436279,0.2625722885131836
18,2.862985849380493,205.17999267578125,-0.001700380234979093,-0.002733916975557804,0.47263258695602417,0.22824589908123016,0.7284326553344727,2.5267865657806396,0.0006537102162837982,-0.016651354730129242,11.409758567810059,9.999999747378752e-06,1.0076398849487305,1250.0,0.9522104263305664,0.27571535110473633
19,3.044473171234131,218.22999572753906,-0.0017485730350017548,-0.002691218163818121,0.4706619679927826,0.22791676223278046,0.6863058805465698,2.552194833755493,0.000689040229190141,-0.012561121955513954,11.412137031555176,3.3749998692655936e-05,1.0076953172683716,1314.0,0.9258136749267578,0.2424159049987793
20,3.123593807220459,223.9199981689453,-0.0017350930720567703,-0.0026361027266830206,0.47223255038261414,0.2282240092754364,0.7090414762496948,2.9888877868652344,0.0006136033916845918,-0.015743181109428406,11.416398048400879,9.999999747378752e-06,1.0087051391601562,1345.0,0.8882503509521484,0.2537508010864258
21,3.2514610290527344,233.0399932861328,-0.001710680196993053,-0.002678721910342574,0.47788113355636597,0.22891965508460999,0.6425100564956665,2.7037951946258545,0.0005589576321654022,-0.01341233216226101,11.420641899108887,2.2500000341096893e-05,1.0087416172027588,1253.0,0.957308292388916,0.2681875228881836
22,3.332042932510376,238.75999450683594,-0.0017383811064064503,-0.0027027863543480635,0.4707125425338745,0.22772376239299774,0.5468510389328003,2.3139100074768066,0.0004948024870827794,-0.01543176919221878,11.418778419494629,9.999999747378752e-06,1.0083292722702026,1254.0,0.9763469696044922,0.24760174751281738
23,3.400327444076538,243.75999450683594,-0.00181377527769655,-0.002689173212274909,0.4738454520702362,0.22848741710186005,0.5237520337104797,2.3941290378570557,0.0009544444037601352,-0.012561673298478127,11.417989730834961,3.3749998692655936e-05,1.0085334777832031,1250.0,0.9781243801116943,0.25049424171447754
24,3.432915449142456,246.1199951171875,-0.001753675751388073,-0.002561159897595644,0.46852272748947144,0.2274237871170044,0.796534538269043,2.624572277069092,0.0005293991998769343,-0.019652316346764565,11.423513412475586,9.999999747378752e-06,1.009582757949829,1229.0,0.9644081592559814,0.28498387336730957
25,3.478440046310425,249.4499969482422,-0.0018000018317252398,-0.0027160223107784986,0.47352153062820435,0.22832076251506805,0.6565260887145996,2.5909812450408936,0.0005677605513483286,-0.01329093798995018,11.428637504577637,2.2500000341096893e-05,1.00996994972229,1234.0,0.9558038711547852,0.288097620010376
26,3.486783742904663,250.0,-0.001790507580153644,-0.0026661574374884367,0.4728763997554779,0.22825101017951965,0.6506627798080444,2.758556365966797,0.000489619851578027,-0.01555442065000534,11.430277824401855,9.999999747378752e-06,1.0099680423736572,1197.0,0.9906935691833496,0.29221200942993164
27,3.4873063564300537,250.0,-0.0017526778392493725,-0.0025791688822209835,0.4840606451034546,0.22980958223342896,0.7782591581344604,2.8138043880462646,0.00046776881208643317,-0.015488150529563427,11.433307647705078,3.3749998692655936e-05,1.010930061340332,1175.0,1.0074458122253418,0.2994856834411621
28,3.4914281368255615,250.0,-0.001807637047022581,-0.0026194218080490828,0.4775521755218506,0.22908636927604675,0.6186929941177368,2.869457244873047,0.0004630496841855347,-0.01643502339720726,11.44279956817627,9.999999747378752e-06,1.0120368003845215,1212.0,1.0002975463867188,0.2659950256347656
29,3.492530345916748,250.0,-0.001866044825874269,-0.0027639137115329504,0.47525113821029663,0.22883884608745575,0.6156136393547058,2.4876914024353027,0.001161923399195075,-0.008947324939072132,11.445280075073242,3.3749998692655936e-05,1.0116041898727417,1297.0,0.9117984771728516,0.2724578380584717
30,3.4922211170196533,250.0,-0.0017591760260984302,-0.002673400565981865,0.47515130043029785,0.22875086963176727,0.5832733511924744,2.6608712673187256,0.000549370248336345,-0.01718461886048317,11.444583892822266,1.4999999621068127e-05,1.0119588375091553,1233.0,0.960198163986206,0.2850339412689209
31,3.491356372833252,250.0,-0.0017774373991414905,-0.00251750648021698,0.47561976313591003,0.22874435782432556,0.4778721332550049,2.681893825531006,0.0004585070419125259,-0.016374334692955017,11.449015617370605,3.3749998692655936e-05,1.0128605365753174,1274.0,0.9168603420257568,0.2882413864135742
32,3.490126848220825,250.0,-0.0018862716387957335,-0.0026128494646400213,0.4728557765483856,0.2283438891172409,0.5577797889709473,2.327505111694336,0.00046887792996130884,-0.016850870102643967,11.452859878540039,9.999999747378752e-06,1.0127650499343872,1191.0,0.9826054573059082,0.3060941696166992
33,3.4907543659210205,250.0,-0.0017935093492269516,-0.002539857756346464,0.47627389430999756,0.22892844676971436,0.8721160888671875,2.486788511276245,0.00039926901808939874,-0.014569252729415894,11.453472137451172,9.999999747378752e-06,1.0130999088287354,1222.0,0.981093168258667,0.2749907970428467
34,3.490764856338501,250.0,-0.0018196295714005828,-0.0026936810463666916,0.4765949249267578,0.2290084809064865,0.7565357089042664,2.4627771377563477,0.0004106900014448911,-0.013896499760448933,11.453083038330078,3.3749998692655936e-05,1.0124447345733643,1223.0,0.9950830936431885,0.2603154182434082
35,3.4922914505004883,250.0,-0.001840986660681665,-0.002629552036523819,0.4715249240398407,0.2279854118824005,0.6434668302536011,2.4085395336151123,0.0003116180596407503,-0.015089094638824463,11.448399543762207,9.999999747378752e-06,1.0122029781341553,1220.0,0.9818427562713623,0.276386022567749
36,3.491933822631836,250.0,-0.0017762420466169715,-0.002612715121358633,0.474047988653183,0.22851459681987762,0.7090820074081421,2.7514591217041016,0.0003719732630997896,-0.012517545372247696,11.449652671813965,2.2500000341096893e-05,1.0126861333847046,1217.0,0.9971127510070801,0.2647058963775635
37,3.4919533729553223,250.0,-0.0017547949682921171,-0.0025961115024983883,0.4724108576774597,0.22822128236293793,0.7846595644950867,2.2409095764160156,0.00031522384961135685,-0.015592548064887524,11.4532470703125,9.999999747378752e-06,1.0130305290222168,1306.0,0.9464168548583984,0.22917914390563965
38,3.491511583328247,250.0,-0.0017297451850026846,-0.0026064931880682707,0.47380751371383667,0.22853462398052216,0.6895743608474731,2.367766857147217,0.00031797538395039737,-0.012686808593571186,11.454044342041016,2.2500000341096893e-05,1.0129377841949463,1235.0,0.9646456241607666,0.27907514572143555
39,3.4915130138397217,250.0,-0.001859114272519946,-0.0026553161442279816,0.47281187772750854,0.22834786772727966,0.5320929288864136,2.405902624130249,0.0002997405536007136,-0.013729406520724297,11.453285217285156,9.999999747378752e-06,1.0128467082977295,1291.0,0.9565300941467285,0.2332017421722412
40,3.4958982467651367,250.0,-0.0018035732209682465,-0.002614706289023161,0.4780452847480774,0.2291882038116455,0.6166856288909912,2.700131893157959,0.0003385006566531956,-0.013395783491432667,11.450459480285645,5.062499985797331e-05,1.0120885372161865,1236.0,0.9688801765441895,0.27367234230041504
41,3.4950735569000244,250.0,-0.0018547277431935072,-0.0027059372514486313,0.470451682806015,0.2278735488653183,0.6671006083488464,2.3922791481018066,0.0002708954853005707,-0.021094415336847305,11.442666053771973,7.593750342493877e-05,1.0111894607543945,1308.0,0.8847358226776123,0.28885602951049805
42,3.4939048290252686,250.0,-0.00185170560143888,-0.0026162469293922186,0.470315545797348,0.2277998924255371,0.7438755035400391,2.478875160217285,0.0002746407117228955,-0.016751224175095558,11.439532279968262,9.999999747378752e-06,1.0112823247909546,1246.0,0.948638916015625,0.2835812568664551
43,3.4936673641204834,250.0,-0.0018493428360670805,-0.002552024321630597,0.4719555377960205,0.22817973792552948,0.738118052482605,2.3368756771087646,0.00021503107564058155,-0.014405288733541965,11.444771766662598,3.3749998692655936e-05,1.012624979019165,1236.0,0.9735333919525146,0.26847267150878906
44,3.4930615425109863,250.0,-0.0018067344790324569,-0.002533905440941453,0.4790606200695038,0.229298397898674,0.7976710796356201,2.5860137939453125,0.0002527647011447698,-0.01962551660835743,11.451995849609375,9.999999747378752e-06,1.012800693511963,1255.0,0.9411895275115967,0.2820017337799072
45,3.4913926124572754,250.0,-0.0018342167604714632,-0.0026080559473484755,0.4762137830257416,0.2288990467786789,0.8742741942405701,2.603982448577881,0.005907864775508642,-0.010830067098140717,11.451709747314453,1.4999999621068127e-05,1.0126428604125977,1229.0,0.9634132385253906,0.2856118679046631
46,3.491401433944702,250.0,-0.0018088577780872583,-0.0025996200274676085,0.4726158380508423,0.22823810577392578,0.6812214851379395,2.550745964050293,0.0019968035630881786,-0.010163438506424427,11.452204704284668,3.3749998692655936e-05,1.0129542350769043,1231.0,0.9812250137329102,0.26607584953308105
47,3.491781234741211,250.0,-0.0018005694728344679,-0.004511664621531963,0.4724903702735901,0.22824764251708984,0.668858528137207,2.5326151847839355,0.0006463879253715277,-0.017237868160009384,11.4559326171875,1.4999999621068127e-05,1.0134565830230713,1276.0,0.9210259914398193,0.28234076499938965
48,3.492051601409912,250.0,-0.001863559940829873,-0.00300024077296257,0.47162938117980957,0.22810882329940796,0.6299018263816833,2.771336078643799,0.0003055585257243365,-0.013384110294282436,11.457622528076172,1.4999999621068127e-05,1.0134352445602417,1317.0,0.8915538787841797,0.2739133834838867
49,3.490939140319824,250.0,-0.0018955839332193136,-0.002564070513471961,0.4725562334060669,0.22826430201530457,0.6529378294944763,2.545341968536377,0.00021386772277764976,-0.018404578790068626,11.456825256347656,1.4999999621068127e-05,1.0132601261138916,1282.0,0.9476029872894287,0.24979352951049805
50,3.489839553833008,250.0,-0.001828555017709732,-0.0026239613071084023,0.4722170829772949,0.22815093398094177,0.4666512906551361,2.461850166320801,0.00015643106598872691,-0.01663207821547985,11.453908920288086,9.999999747378752e-06,1.012729525566101,1256.0,0.9614448547363281,0.26096534729003906
51,3.487807035446167,250.0,-0.001873493893072009,-0.002652448369190097,0.4725267291069031,0.22807526588439941,0.5924795866012573,2.5937726497650146,0.00015777378575876355,-0.013720928691327572,11.452982902526855,2.2500000341096893e-05,1.0130736827850342,1271.0,0.9309654235839844,0.2774808406829834
52,3.4880151748657227,250.0,-0.0018794843927025795,-0.002669078065082431,0.47186827659606934,0.22811126708984375,0.664814829826355,2.1470894813537598,0.00015262802480719984,-0.01952732354402542,11.454643249511719,9.999999747378752e-06,1.0130066871643066,1327.0,0.9138822555541992,0.24329733848571777
53,3.4890968799591064,250.0,-0.0018431625794619322,-0.0026818825863301754,0.4749182164669037,0.22871753573417664,0.616525411605835,2.7575526237487793,0.00015603766951244324,-0.015549691393971443,11.452075958251953,1.4999999621068127e-05,1.0124876499176025,1227.0,0.9822301864624023,0.2690918445587158
54,3.490046739578247,250.0,-0.0018767979927361012,-0.002609060611575842,0.47546014189720154,0.22857867181301117,0.618491530418396,2.521061420440674,0.00017552006465848535,-0.011879311874508858,11.449623107910156,1.4999999621068127e-05,1.0123547315597534,1276.0,0.9427731037139893,0.26044178009033203
55,3.4911584854125977,250.0,-0.001962595386430621,-0.0025723937433212996,0.4764942526817322,0.2289290428161621,0.5511139631271362,2.823009967803955,0.0002346128021599725,-0.01592620275914669,11.446157455444336,1.4999999621068127e-05,1.011573314666748,1253.0,0.9738843441009521,0.2514631748199463
56,3.4878671169281006,250.0,-0.001936346641741693,-0.0026421169750392437,0.47339364886283875,0.22834591567516327,0.4698178172111511,2.5549516677856445,0.00026325328508391976,-0.014903531409800053,11.439008712768555,1.4999999621068127e-05,1.0106433629989624,1272.0,0.9435663223266602,0.26361584663391113
57,3.4893321990966797,250.0,-0.0019661379046738148,-0.0027065849862992764,0.4731704592704773,0.2283782958984375,0.5498601794242859,2.179962158203125,0.00020788496476598084,-0.012906678020954132,11.43497371673584,9.999999747378752e-06,1.0105698108673096,1253.0,0.9605073928833008,0.26438236236572266
58,3.489072799682617,250.0,-0.0019604212138801813,-0.0026391781866550446,0.4750891625881195,0.2288045585155487,0.7899591326713562,2.761589765548706,0.0002158947172574699,-0.012265630066394806,11.430964469909668,3.3749998692655936e-05,1.009381651878357,1357.0,0.8822603225708008,0.2493753433227539
59,3.488748073577881,250.0,-0.0019999679643660784,-0.0027033123187720776,0.4725637435913086,0.22814592719078064,0.5208703279495239,2.9447550773620605,0.000217539825825952,-0.016227755695581436,11.423328399658203,9.999999747378752e-06,1.0090160369873047,1281.0,0.9365346431732178,0.26206088066101074
60,3.490145444869995,250.0,-0.0019498796900734305,-0.0035364346113055944,0.4847118854522705,0.22986939549446106,0.5139971971511841,2.6968345642089844,0.00020536423835437745,-0.014533480629324913,11.421005249023438,2.2500000341096893e-05,1.0086143016815186,1269.0,0.9496581554412842,0.2598083019256592
61,3.4912607669830322,250.0,-0.0020411903969943523,-0.002805134281516075,0.4766927659511566,0.228718101978302,0.41633889079093933,2.4579577445983887,0.0002104064478771761,-0.016451463103294373,11.420608520507812,9.999999747378752e-06,1.0090010166168213,1295.0,0.924372673034668,0.2611668109893799
62,3.4906041622161865,250.0,-0.001998787745833397,-0.002666698768734932,0.4740360379219055,0.22833913564682007,0.4805338978767395,2.233511447906494,0.00017541770648676902,-0.012725162319839,11.421406745910645,2.2500000341096893e-05,1.008756399154663,1276.0,0.9439890384674072,0.25906944274902344
63,3.4916436672210693,250.0,-0.001995574217289686,-0.002905956469476223,0.4755358099937439,0.22869089245796204,0.6619021892547607,2.631312131881714,0.00018783484119921923,-0.015953119844198227,11.416142463684082,9.999999747378752e-06,1.0077942609786987,1239.0,0.9648065567016602,0.27436375617980957
64,3.4917314052581787,250.0,-0.0020267197396606207,-0.002723932033404708,0.4806379973888397,0.2287278175354004,0.5144484043121338,2.7995898723602295,0.00028938884497620165,-0.011145620606839657,11.410922050476074,1.4999999621068127e-05,1.0074195861816406,1261.0,0.9471042156219482,0.27037906646728516
65,3.491488456726074,250.0,-0.002085574669763446,-0.0026784539222717285,0.4721398949623108,0.22818508744239807,0.5544046759605408,2.7790889739990234,0.00018467417976353317,-0.015392957255244255,11.410381317138672,1.4999999621068127e-05,1.0076607465744019,1263.0,0.9666013717651367,0.24869728088378906
66,3.4930379390716553,250.0,-0.002107111504301429,-0.0026636533439159393,0.47916853427886963,0.22931301593780518,0.6524357795715332,2.463186740875244,0.00015933667600620538,-0.015575687400996685,11.41323471069336,9.999999747378752e-06,1.0081089735031128,1291.0,0.933135986328125,0.25619959831237793
67,3.493922472000122,250.0,-0.002163760829716921,-0.002736701164394617,0.4749678075313568,0.22869078814983368,0.578221321105957,2.376708984375,0.00017851253505796194,-0.014801009558141232,11.412849426269531,3.3749998692655936e-05,1.0074422359466553,1265.0,0.9506642818450928,0.26328015327453613
68,3.493058204650879,250.0,-0.002073085866868496,-0.002706582425162196,0.4748117923736572,0.2286822497844696,0.424693763256073,2.5884182453155518,0.0001875923335319385,-0.01970728486776352,11.410922050476074,9.999999747378752e-06,1.0077426433563232,1245.0,0.9527137279510498,0.2805957794189453
69,3.4925107955932617,250.0,-0.001979681197553873,-0.0026149421464651823,0.47703438997268677,0.22910204529762268,0.4677082896232605,2.6940460205078125,0.00019423454068601131,-0.013601788319647312,11.41304874420166,2.2500000341096893e-05,1.0079903602600098,1257.0,0.9747912883758545,0.24655747413635254
70,3.492663860321045,250.0,-0.002127351937815547,-0.0026810176204890013,0.4762178361415863,0.22893449664115906,0.4899650514125824,2.5414624214172363,0.00018575873400550336,-0.014857925474643707,11.415339469909668,1.4999999621068127e-05,1.0083426237106323,1267.0,0.9435617923736572,0.2682318687438965
71,3.491109609603882,250.0,-0.0021269982680678368,-0.002651066519320011,0.4750734567642212,0.2285512089729309,0.4293043613433838,2.536613941192627,0.00016444933135062456,-0.015338646247982979,11.417604446411133,1.4999999621068127e-05,1.0084635019302368,1296.0,0.9151625633239746,0.269594669342041
72,3.491683006286621,250.0,-0.0020375987514853477,-0.002674122340977192,0.4734995365142822,0.22843299806118011,0.570459246635437,2.409799098968506,0.00012423243606463075,-0.014317868277430534,11.417208671569824,9.999999747378752e-06,1.0082955360412598,1284.0,0.9096481800079346,0.2857785224914551
73,3.4917759895324707,250.0,-0.002056843601167202,-0.0026400433853268623,0.47354385256767273,0.22845050692558289,0.5802767276763916,2.686630964279175,0.00014672859106212854,-0.014462945982813835,11.41582202911377,2.2500000341096893e-05,1.0080841779708862,1254.0,0.9631681442260742,0.2615368366241455
74,3.492257833480835,250.0,-0.0021298760548233986,-0.0026048957370221615,0.47222083806991577,0.22817282378673553,0.517253577709198,2.890969753265381,0.00015850758063606918,-0.01435534656047821,11.411991119384766,9.999999747378752e-06,1.0073689222335815,1282.0,0.9328720569610596,0.26510143280029297
75,3.49239182472229,250.0,-0.002168654929846525,-0.002681070938706398,0.4737136960029602,0.2284349650144577,0.46981704235076904,2.7006804943084717,0.00014871709572616965,-0.015633458271622658,11.407514572143555,2.2500000341096893e-05,1.00688636302948,1267.0,0.9466590881347656,0.2656421661376953
76,3.491225242614746,250.0,-0.0020994734950363636,-0.0027340322267264128,0.4721919894218445,0.22824107110500336,0.5127353668212891,2.439539909362793,0.00013852464326191694,-0.015561515465378761,11.404155731201172,9.999999747378752e-06,1.0066033601760864,1363.0,0.8480544090270996,0.27808213233947754
77,3.4890716075897217,250.0,-0.002153589855879545,-0.0026435728650540113,0.4743940830230713,0.22856780886650085,0.5550466775894165,2.781904935836792,0.0001437562023056671,-0.01599724404513836,11.405244827270508,1.4999999621068127e-05,1.007249116897583,1220.0,0.9686229228973389,0.2899913787841797
78,3.4897818565368652,250.0,-0.0020753364078700542,-0.002576153725385666,0.4739372730255127,0.22847577929496765,0.48131534457206726,2.533628225326538,0.00012118143786210567,-0.015173235908150673,11.408101081848145,9.999999747378752e-06,1.0071905851364136,1262.0,0.9424257278442383,0.2742195129394531
79,3.4910457134246826,250.0,-0.0020781259518116713,-0.0026055057533085346,0.4737785756587982,0.22847050428390503,0.4955032467842102,3.028963088989258,9.951456013368443e-05,-0.015487066470086575,11.40648365020752,2.2500000341096893e-05,1.0069105625152588,1265.0,0.9458911418914795,0.2683286666870117
80,3.4906790256500244,250.0,-0.0021033002994954586,-0.0026205084286630154,0.4736066460609436,0.22839848697185516,0.4453480839729309,2.637751340866089,0.00011108208127552643,-0.014437703415751457,11.406843185424805,9.999999747378752e-06,1.0073435306549072,1235.0,0.9780025482177734,0.2649233341217041
81,3.49210524559021,250.0,-0.0020620254799723625,-0.0025814995169639587,0.4751983880996704,0.2287731170654297,0.4818248450756073,2.7210254669189453,0.00012766438885591924,-0.015195736661553383,11.411127090454102,1.4999999621068127e-05,1.0080592632293701,1247.0,0.9616031646728516,0.26949357986450195
82,3.4919521808624268,250.0,-0.0021589878015220165,-0.0026140380650758743,0.4755036234855652,0.22883522510528564,0.4926518201828003,2.759672164916992,0.00013468928227666765,-0.014362217858433723,11.414395332336426,9.999999747378752e-06,1.0080488920211792,1269.0,0.9553427696228027,0.2545781135559082
83,3.4923300743103027,250.0,-0.002189826685935259,-0.0025413851253688335,0.4728778004646301,0.22831976413726807,0.6348506808280945,2.746288776397705,0.00011543866276042536,-0.013311558403074741,11.412327766418457,1.4999999621068127e-05,1.0075874328613281,1215.0,0.9805314540863037,0.2826833724975586
84,3.4918787479400635,250.0,-0.0020995039958506823,-0.0024927014019340277,0.4747939109802246,0.22870215773582458,0.4789876341819763,2.8388888835906982,0.00010362730245105922,-0.01800398901104927,11.408892631530762,9.999999747378752e-06,1.0071942806243896,1228.0,0.9747371673583984,0.27519941329956055
85,3.4922523498535156,250.0,-0.002184287179261446,-0.0025970684364438057,0.47347205877304077,0.22845302522182465,0.5440540313720703,2.7687721252441406,0.00010453399590915069,-0.014689198695123196,11.402701377868652,1.4999999621068127e-05,1.005950689315796,1234.0,0.9614334106445312,0.282421350479126
86,3.489976167678833,250.0,-0.002215266227722168,-0.0026247124187648296,0.47001761198043823,0.22775089740753174,0.5823084712028503,2.724822521209717,0.00011861248640343547,-0.015917779877781868,11.394632339477539,1.4999999621068127e-05,1.0053136348724365,1254.0,0.9576399326324463,0.26706457138061523
87,3.4889540672302246,250.0,-0.0022856220602989197,-0.002650486771017313,0.4725520610809326,0.22821182012557983,0.6023327112197876,2.2548792362213135,9.464497998123989e-05,-0.016008632257580757,11.391703605651855,9.999999747378752e-06,1.0052375793457031,1236.0,0.9860930442810059,0.2558741569519043
88,3.4899330139160156,250.0,-0.002187785692512989,-0.002602933906018734,0.47315260767936707,0.2284008115530014,0.39685019850730896,2.5716376304626465,9.405441960552707e-05,-0.01439011562615633,11.393760681152344,2.2500000341096893e-05,1.0058701038360596,1233.0,0.9866995811462402,0.2580437660217285
89,3.4896297454833984,250.0,-0.0021727285347878933,-0.0024975824635475874,0.47553229331970215,0.2288726270198822,0.37031611800193787,2.722564220428467,9.297093492932618e-05,-0.017354363575577736,11.399392127990723,9.999999747378752e-06,1.006580114364624,1260.0,0.9459750652313232,0.272214412689209
90,3.489804744720459,250.0,-0.0022169919684529305,-0.0025538024492561817,0.47392377257347107,0.22854477167129517,0.34015724062919617,2.6171681880950928,9.078982839128003e-05,-0.014387629926204681,11.403336524963379,9.999999747378752e-06,1.0068926811218262,1299.0,0.9201631546020508,0.2620358467102051
91,3.4901938438415527,250.0,-0.0021785052958875895,-0.0026944621931761503,0.47449564933776855,0.22868232429027557,0.453167200088501,2.5165934562683105,0.00010006413504015654,-0.01616053283214569,11.40384578704834,1.4999999621068127e-05,1.0066735744476318,1465.0,0.7950034141540527,0.2530696392059326
92,3.490586757659912,250.0,-0.0022101402282714844,-0.0026883287355303764,0.4744971692562103,0.2285785675048828,0.45517241954803467,2.295225143432617,9.021836740430444e-05,-0.016050120815634727,11.403833389282227,9.999999747378752e-06,1.0069135427474976,1493.0,0.7766602039337158,0.2518739700317383
93,3.491286039352417,250.0,-0.002335365628823638,-0.002722081495448947,0.47858473658561707,0.2290518879890442,0.48970192670822144,2.0785999298095703,9.784456779016182e-05,-0.01318859588354826,11.4052095413208,1.4999999621068127e-05,1.0070197582244873,1570.0,0.7305569648742676,0.24746465682983398
